user_name,user_product,helpful,funny,post_date,recommend_or_not,game_time,review
A Catgirl is Fine Too,394,20,2,2016/09/15,Recommended,108.5,first original sin favorite title 2014 impatiently wait sequel moment finish pleased report well worth wait larian studio fundamental understanding make good sequel divinity original sin keep thing make original great build area lack art design even stunning one act currently available pack thing i've already find numerous clever way solve major minor quest combat arguably important aspect remain largely addition new mechanic height curse surface keep thing fresh plot first one complaint felt generic poorly pace place however original sin find much intrigued much like see story far although still early access write already feel like straight upgrade original sin far criticism go music currently feel slightly lackluster although able choose special instrument play climactic moment novel idea one complaint first end combat begin feel tedious say combat still fundamentally yet explore new feature hope keep combat exciting across multiple inevitable playthroughs course early access title bug glitch come territory yet experience game-breaking one currently play ultra moderately powerful laptop performance stable average fps 60-65 conclusion like divinity original sin yes love one reason go find completely new experience although might fix dislike new franchise i'd always suggest buy finish first unfinished early access fan turn-based rpgs likely get money's worth huge amount respect larian studio doubt second divinity original sin get well
nerd.o.love,249,4,0,2016/09/15,Recommended,255.7,like new far crash free fun one thing would like customization option instead less one always use man creation mod bit disappointed able make one great far update play update play start second coop friend find number thing miss first play much update-wise since instal faith larian try paitent one thing find early melee mobility create huge imbalance caster usually take one two enemy melee even manage engage think mostly limited gear early somewhat absurd amount ground effect ice particularly find one set nail spike boot let combine think damage take move fire poison need bit balance two step tends actual damage fireball directly face mitigate towards end start get magical defense heavy armor update go
Gargall amb Mocs,98,0,0,2016/09/15,Recommended,179.9,discuss suicide big red lizzard first couple minute 10 10 would recommend suicide agian
[TAW] KakaMighty,394,0,0,2016/09/15,Recommended,104.7,good stuff
ArenMook,174,16,0,2016/09/15,Recommended,390.6,enjoy first divinity original sin owe pick one larian take everything great first make even well word warn though easy screw dos2 dos1 literally minute either recruit kill first companion simply depend talk steal mechanic change dos1 guard whoever own item actively seek thief find red-handed throw prison attack simply take steal merchandise depend talk way situation fortunately even choose violent option still perfectly playable merchant civilian participate fight i'd write think i'll go ahead play instead
Иван Чайка 88,107,0,0,2016/09/15,Not Recommended,191.2,disappoint full bug unfinished compare first one
mbpopolano24,421,1,2,2016/09/15,Recommended,"1,000.1",early fully playable least 6-7 month let tell level refinement already unbelievable let also tell arena match incredibly fun grab friend four battle multiple arena use trick think two month later play almost 170 hrs addiction real name 10 10 five month later 280 hr enough say 350 hr counting
ExploitedPower,85,0,0,2016/09/15,Recommended,11.0,divinity duex
Azbolg,171,38,2,2016/09/15,Recommended,128.6,super basic atm voice dialogue like deluxe addition cool thing basically force certain race sex lizard guy playable give character deeper back story dialogue option worry still customize face class etc audio effect seem little music far subpar compare original thing expect see resolve next month become polished live predicessor also beach statue braccus rex pretty cool emerssion buy want support devs wait give full first act playthrough dialogue full rather way sort asterisk actionable atm hard read play get imo old class plus lot new skill seem want play halfing monk seem like remove class
Scominggregor,204,1,0,2016/09/15,Recommended,102.9,ok early alpha extremely concern magic physical armor block cc damage status effect early incredibly tedious many way could remove armor without burn cooldowns waste many turn use basic attack also enemy double armor would able land spell cc much early could say aspect still part lesser extent add new spell target certain type armor overall feel like break armor easy able use spell full effect feel frustrate anymore i've actually grow like armor system certain enemy less certain type armor caster lot magical armor want send dude lot physical attack lock can't recommend enough third edit review kind mess aplha beta current state absolutely recommend great role play element tactical combat
Azalus Darkheart,373,1,0,2016/09/15,Recommended,101.7,awesome sequel awesome wait forward full release
InquisitorTea,364,31,1,2016/09/15,Recommended,8.5,run well early access original sin good every way love first reason get
Banjo Kaboom,385,11,26,2016/09/15,Recommended,132.6,want kill thing want fire want lizard want environment death frozen slow poison explosion want play friend crush spell want talk npc want co-op tale death hard decision want keep go
chantellier888,18,0,0,2016/09/15,Recommended,196.5,recommend tha yes
Lightress,359,1,0,2016/09/15,Recommended,116.1,chain love love say love take part one make like ten time well good job guy
Fanest,240,6,2,2016/09/15,Recommended,212.8,play arena pvp tell source point op option play without would really nice camera need get use need fix chat turn start writting chat ur character start weird thing keyboard shotcuts still active run smoothly ea 60fps without problem ultra update find say
Liqui,543,1,0,2016/09/15,Recommended,191.8,original sin improve every way
@Neiffarious,237,4,0,2016/09/15,Recommended,57.6,brother play first act i'm say get content i'm sure stuff miss whatever reason play first act exciting although must admit start little bit slowly feel like lot game genre kind slow start part much might feel overwhelmed i'm go get great detail i'm professional reviewer i'm go adress thing pretty important decide whether buy worth get early access opinion big fan genre yes probably 10-13 hour content try everything content add new playable undead race origin story new area explore etc much content come much miss well bug keep mind mechanically first original sin drastically well inventory system skill system seem much deep bit variety way play skill point provide kind bonus besides allow use high level skill ie necromancy give lifesteal hunstman reduce penalty fire low ground give bonus attack high ground etc etc bug yes really stick blank conversation box require reload escape quest unable complete even item inventory small one like ressurecting character instead stand slide around ground kind thing 100 expect early access avoid willing try squash story personally find much engage time around sourceror lot room bad guy would prefer first one make much sense evil source hunter want spoil anything lot moment even side quest think really cool kinda sad stuff pet pal talent let talk animal overall find worthwhile excite see new content add bug fix time go far larian really knock park tl dr really enjoy yet complete fan isometric old-school rpgs co-op fun skill system neato want super complete experience hope help someone
Mjolnir1785,50,1,1,2016/09/15,Recommended,118.5,far os ii everything could hop several improvement first i'm look forward see change finish overall love new race look i'm really enjoy gameplay far like way story turn
SOPMOD Musket,463,4,0,2016/09/15,Recommended,195.5,pretty good far early access impress see far combat seem enjoyable especially make super tank class dos1 straight tank would require use whole first turn walk enemy since weighed armor few action point almost seem like thing still lock like ability change start skill still fun unsure whether get since play first buy first try since 20 dont enjoy game mechanic probablt enjoy one
facciola007,304,4,0,2016/09/15,Recommended,235.2,amaze happy seem good far alpha release pre day review post release still awesome
Jackal 🎅,526,9,0,2016/09/15,Recommended,25.1,glad opt early access might seem pricey early access title definitely worth investment pro beautiful want story-rich character customization audio con camera angle obvious miss content expect
newpain,38,2,0,2016/09/15,Recommended,104.3,probably one best ui character customisation ive see long time 60 minute already love cant wait voice over come though music love
Niklasgunner,386,0,0,2016/09/15,Not Recommended,79.0,change do combat fix apparent issue first replace even bad new one first rpg initiative mean otherwise okay good first
Grim Apollo,"1,171",16,0,2016/09/16,Recommended,199.3,start say huge fan last come high expectation problem first character customization lighthearted nature story well far original sin fix problem jackhammer mean customization perfect league improve last tag awesome nature story much grimdark plus tag already tell ton replayability beautiful scary know go get much good heck know studio we'll probably get enhanced edition full usually recommend game early access consider source base much fun i've recommend
]Dragen[,"2,151",4,1,2016/09/16,Recommended,199.1,play first chapter really amaze get first second new race play course wonderful change ex various interaction difference get treat people beneath beauty gameplay lie also wonderful engage story i'm really excite see divinity original sin head miss sound course let well early access title sad afaik completely voiced real shame see wonderful dialogue write
[GA] Doops,556,4,0,2016/09/16,Recommended,81.7,divinity original sin goty 2014 divinity original sin ea goty right meow divinity original sin goty 2017 look fan crpgs owe self get div2
hockeyhacker97,"1,148",4,0,2016/09/16,Recommended,26.7,play enjoyed divinity original sin really enjoy dos2 get make first great improve almost every part though must say intial save start great main character manage whack staff combat hurt enemy get lizardman immediatly light black cat follow around fire lizardman fire forget trading system work sell item vendor nothing return forgetting drag money trade window definitly lot enviornmental combo lot earlier like first fight rain blood spread blood around cause enemy bleed corruptionto turn blood poison cloud poison enemy right bat bleed poison wet even get chance attack lizard man light poison cloud fire cause explode damage create smoke break line sight bad little combo right bat conversation lot option race origin story add dialog option tension meter lot crime like theift murder area effect npc behaviour even get catch act steal could make hard future feel like much good hard say first already great definitly one like first love second like first odds nothing go magicly make like second unless minor thing like cause like like say enough dialog option different character much else say ea like first do ea play mind access act want enjoy entire story first time hold till actually release
Xilil,58,14,0,2016/09/16,Recommended,127.9,everything make original sin plus load extra add experience character development allow much flexibility os1 pretty hard make original combo like battlemage way skill attribute work feel like character much customizable whatever crazy combination want graphic also huge improvement pbr-rendering make everything look stun preserve nice aesthetic first single player act available early acces offer lot content replayability also quite high quite lot way complete goal make every playthrough bit different problem think sequel still sometimes hard find content level sometimes end run around look level 4's still need kill level thought pvp go kind nice quite understatement pvp one best pvp experience long time there's much depth still keep fun addition combat original sin really show beauty source skill ton new surface combo's like bless fire hope matchmaking system eventually server browser good opinion people try put private match public everytime someone join instantly kick bring last complaint visibility single player visibility multiplayer mean want play single player right create arena lobby change setting every single time conclusion think still flaw normal ofcourse current state already beautiful fun
luckyme,340,2,0,2016/09/16,Recommended,303.1,improvement original sin every possible way
trs31,140,40,3,2016/09/16,Not Recommended,145.0,early access expect anything close polish enhanced edition feature yet implement i'd recomend wait official release
Kapy,89,13,1,2016/09/16,Recommended,48.6,quick review bloody dark lot choice similiar first customisation option good graphic love far
BuhBam,579,1,0,2016/09/16,Recommended,136.5,46 hour i'm do tutorial area lul
Asrai Scarloc,97,12,3,2016/09/16,Recommended,76.9,bad aspect play early access even though get play still wait release final finish version go tough wait know good play much like first well design polished tweaked system i've play friend new series honestly laugh tell system place yeah teleport bad guy drop bad guy they'll get hurt right pick corpse's leg oh well pick we'll take elf eat tell u go next i'm sure might want talk cat lol play great play another person good large group man gold i've still get lot play leave dread finishing wait rest i'm take time spend couple extra hour someone else would take i'll happy bunny anyways like sort honestly favour pick friend remember come knowledge go wait next year full thing
Lshorty,211,14,0,2016/09/16,Recommended,265.4,mainly buy support develpoers know final product amaze early access verison feel like o improvement game already amaze get good money's go waste buy early access
Basil_the_Brush,246,1,0,2016/09/16,Recommended,411.7,great early access even well would go far say year best ever
Narys,233,3,0,2016/09/16,Recommended,73.7,fair amount content early alpha potential amazing great play friend
4verse,139,0,0,2016/09/16,Recommended,24.6,like dos ee love dos2 get even good
Marclej,25,3,1,2016/09/16,Recommended,5.8,dislike fact choose pre define hero's use online arena think people would much prefer could use character campaign spending time get good gear weapon would feel reward could take character arena maybe even set bracket example level 10 10-15 15-20 etc people go cry snd say that's fair i'll stomp people good gear maybe keep hero's choose please let u pick hero's lot people agree take lot fun sense achievement pvp
Mango-Killa,523,1,0,2016/09/16,Recommended,57.6,already love can't recommend enough especially anyone play previous divinity game ui character inventory screen little clunky expect fix early alpha finger cross character customization well maybe another race two keep thing fresh stand right already good game genre 10 10 keep good work edit also keep mind lot diologue option placeholders text complete full
Qwrk13,731,1,0,2016/09/16,Recommended,244.2,new combat system few ap per turn height-related dis advantage damage range feel clean initially turn armour system get equipment realise allow player play strategically make easy reliably apply debuffs enemy prevent debuffs apply character significantly reduce amount dice-rolling make feel fair addition new race improve potential avid roleplay that's bag nice variation even early access area place event character's race character background matter limited selection spell early access release powerful use correctly enough complexity potential synergy enjoyable use seem similar amount equipment type first immediately recognisable player original also look excellent well optimised run 90fps 1440p max setting gtx980 acceptable summary think excellent alpha state hopefully reflect well game's release want try see safe purchase 30 clearly finish product there's lot minor polish require absolute faith larian make incredible
Loading Screen,337,2,0,2016/09/16,Recommended,128.4,cool
t8Son,205,2,0,2016/09/16,Recommended,160.3,absolutely gorgeous amaze design larian
『莉栖』･:*Vincent*:･,"1,418",15,4,2016/09/16,Recommended,39.9,く__ ヘヽ l_ 7ｲ ﾚ'ｧ-ﾄ 0iソ __ k_７_ ﾚ'ヽ kヽ 7'ｰr ﾚ'ヽl__ ___i ___ ンﾚ ___
GaymerMonkey,222,1,0,2016/09/16,Recommended,202.5,love divinity original sin love improved everything otherwise quite personally love origin story far able option conversation much appreciate improvement we'll see get developer listen suggestion
Dhr. Bernard,413,21,20,2016/09/16,Recommended,18.7,tbh own original sin nonsense aside though really like although one chapter available time big island explore hidden secret like treasure hidden cave combat deep nice tactical twist definitely feel smooth compare first however buy keep mind still early access least half year voice act yet sound effect miss might encounter quite bug glitch important one chapter available time still get 8-15 hour gameplay plus online pvp arena mind lack content fan bit slow-paced rpg definitely something
ThaMoor,634,3,0,2016/09/16,Recommended,128.7,update 15 09 2017 play around 15hours ea dint want spoil much story arena wait year try start day release saw update crash though nevermind release tomorrow try release yeaa crash uninstalled steam divinity reinstall everthing fine hour already love goning update weekend network local co-op dont hate english week untill french german russian available
AbysmalPlayer,44,0,0,2016/09/16,Recommended,4.9,10 10 would purchase fire slug tho
Spitroast,197,15,86,2016/09/16,Not Recommended,0.4,didnt play first interested second refund button work well one story boring play bland slow interact npc's opinion dont agree move
n00blet (AU),562,79,2,2016/09/17,Recommended,222.3,love first one second even well finish first part 20 hour good value game already even finish great devs great buy
light,223,0,0,2016/09/17,Recommended,281.8,pretty good
SNWFLME🐧,187,0,0,2016/09/17,Recommended,127.3,dev's revisit combat system make radical change armor damage combat havnt play definitive edition sure hope balance change make even rework system
Riffnugget,171,13,0,2016/09/17,Recommended,22.1,first hour see bug feel polished early access title user interface animation art style graphic mechanic overall feel feel refined polish even though alpha highly recommend purchase outstanding rpg support developer
DevDesigner,161,0,0,2016/09/17,Recommended,207.9,best rpg love
Flo,107,1,0,2016/09/17,Recommended,309.9,spend around day play early access version must say i'am pretty please far encountered serious gamebreaking bug mostly look forward play coop mode friend stop play escape prison quest dialog exactly hoped would combat system make perfect strategic party backstabbing look forward turn teammate ash accident
dominic_kearns,72,0,0,2016/09/17,Recommended,201.4,24 hour lock best 24 hour ever play despite visual glitch walk run animation work time good time however mission thing get buggy like time collect soul urns skeleton woman find one look give say urn still get option give urn even though already time would go combat unable anything wait i's turn finish never seem finish small problem i've encounter damn good need play i'm definitely go play origin character
Geert,340,0,0,2016/09/17,Recommended,141.0,early acces contain fraction future even state moment way well complete buy 15 buck nm everyone stop whine expensive rock rock even patch come
Hostiledoge,126,0,0,2016/09/17,Recommended,807.4,like first time sex
太阳骑士,9,0,0,2016/09/17,Recommended,332.0,much good last one graphic task designs_waiting launch day cheer larian studios_you cd red projekt favourite studio corrent day 自认为英语还可以的话真的非常推荐大家去玩这个游戏 汉化版相信三大妈他们也会做的 edit 70 hour ea one act_ hooray
Bustamove***,171,0,0,2016/09/17,Recommended,328.4,far soooo good great thus far however voice really kill experience excite actually play product finish fix many issue original one big stand out party loot bag xfering item combine bag one easy view screen move item see everyone else party inventory without need change panel thing feel need work ground looting terribly slow know loot base rpg pick thing constantly painfully slow pick 5-7 item must pick one time loot take 2-3 sec animation stop feel like really need speed loot system gather system quest log journal seem funky would get update really tell quest update party response voice obviously come later date overall amaze far
Nekromancer,97,0,0,2016/09/17,Recommended,250.6,fantastic far except multiplayer source skill shouldnt one shot whoever get source point 1st win rather iniative win
Cheating Chester,287,0,0,2016/09/17,Recommended,143.6,alright first love computer offline steam time full play time secondly review also include first first compare first one seem dark harsh reality first one one almost light hearted comedy could cup tea might personally like light hearted nature first one point go number second let talk character creation well actually let right even though can't pick start skill number due aplha state mere fact race back story make winner already however slight gripe skill catagory either battle civil want freedom put point armour thus become fearsome walking tank ever point go number third let talk gameplay well alpha bug still happen example character suddenly could walk untill pull hammer fine point award fourth multiplayer well sadly friend broke right hasen't buy tell experiances first friend choose bland wizard damage dealer chose biggton mc mash cleric point earn put con bit strength also like bad person could possibly thus party leader giggle many good time hope number two able bring back thing i'd like see number two able choose whether skill sperated two catagories want op race race friend giggle random thing fact race together wanna play animal turn human something orc backstories thing like farm hand dude want search best taste bread yea basically someone wrong wrong someone stuff
Mr. Bean,268,1,0,2016/09/17,Recommended,157.4,good original already 10 10
caev37,283,0,0,2016/09/17,Recommended,193.3,worthy sequel previous rough bit glitchy overall experience excellent say though i'm skeptical new levelling system mostly skill spell choice limited first strategic skill spell equip make interesting yes suck little bit choose want equip especially want use high level skill spell order use need unequip three skill minor gripe though i'm sure i'll get accostumed play great stuff overall
Afflicted-,95,0,0,2016/09/17,Recommended,381.0,noise menu screen move mouse option ing obnoxious plz remov omg ing ear noize 10 rest havent even touced yet noize devs holy
ｍｏｊｅ ｋｏｎｔｏ,58,1,0,2016/09/17,Recommended,198.2,need bit work still ea buy later
setsuna,45,0,0,2016/09/17,Recommended,68.9,nice buy guys
☈genes1s,159,3,0,2016/09/17,Recommended,12.0,developer pride self put quality content one complete game last decade even genre least owe self dip toe check nickel diming quality developer put quality content can't wait see what's next developer
failadin gaming,186,0,0,2016/09/17,Recommended,159.6,sure pick first game's enhance edition time well spend get wind second improvement excite admittedly play much 2nd like hour worth content like change hot bar show cool area effect aoe spell thing love play wizard class lizard character geomancy spell first drop rock get small oil spill actually kick saw animation correctly thing bad say far controller support know pc mouse keyboard might dig n52te back need use keyboard much like use old 360 controller play game hell would even use steam controller support sure come darn want start
stusdaboss,79,0,0,2016/09/17,Recommended,19.5,great first one i'm glad support dev team early access
qwerty,72,0,0,2016/09/18,Recommended,88.7,imho go great successor o unfortunately i've face problem one point rotate camera via mouse scroll fix move wasd something wrong model skeleton especially lizard's one especially tail pretty slow item pick-up animation anybody join network default kick even thou change network permission realy like new area effect highliting really wait full release achievement full feature face hairstyle russian language support 70 100
Nyte™,240,1,0,2016/09/18,Recommended,96.4,yay
盗号狗全家暴毙,107,0,0,2016/09/18,Recommended,146.4,masterpiece
JomoXH❤,19,0,0,2016/09/18,Recommended,146.4,still bug like stuck corner impressive thing kill everyone start accidentally hit random guy start battle kill clean city
Bullzi,228,0,0,2016/09/18,Recommended,28.1,pretty awesome glad help k edit 24 16 finish short ea campaign totally awesome much loot find cool effect graphic improvement dos1 everything look pretty wish armor reflect character one elf companion sebille use braccus plate armor still look skimpy combat pretty amaze fun play however want since party archer warrior engagement happen choke point barrel oil oil flask high ground especially final battle felt great able use environtments advantage say spell telekinesis highly overpower let telekinesis past gate place therefore render kind puzzle obsolote hate also make immense distance battle especially high ground since spell's reach get buff even rebalances make high ground advantage teleport make way easy cheesy overall great experience ea totally gonna play release cheer larian
Chronic,157,162,9,2016/09/18,Recommended,9.0,developer still remember make good thumb larian
Johnp92,145,60,0,2016/09/18,Recommended,219.7,invest early access here's larian always complete game guaranteed leave dead water play slice completion several fail attempt put around 18 hour even start pvp yet go hour upon hour complete what's hour worth content fun really fun can't wait back story skill character customisation what's right entertaining early access help shape larian often change thing audience like something new good idea buy help shape hope help
Rhapsody,213,0,0,2016/09/18,Recommended,249.3,barely ten hour single-player classical mode early access many early access title offer much play anyways original sin offer value aaa title less price typical early access issue like progress-blocking bug performance instability nowhere see big issue light shaft reduce frame rate small area combat action occasionally become delay seem relate animation action get stick temporary loop much else add probably best rpg i've ever play shortcomings compare original sin enhance edition lack voice act due game's narrative character origin tag system understandable full voice act would require immense effort resource especially time know go change full release os2 already shine every aspect rpg maybe another free enhance edition
Bolexle,"1,164",0,0,2016/09/18,Recommended,58.7,like divinity original sin except good can't wait full release
Svig,80,0,0,2016/09/18,Recommended,238.2,make sequel stay true original improve need love original far love even gj larian
Sarlic,339,43,0,2016/09/18,Recommended,153.5,edit edit original review make early access currently would say 100 issue early access address even release ai improve point make choice skilled player may make mass ap issue entirely resolve issue certain skill balance hailstorm single dagger others rebalanced make entirely fair add outdo add full voice act something first one enhanced edition mechanic undead entirely flesh storyline entirely fluid flesh honestly say meet exceed every expectation entirely justify price quality put larion studio release show early access use benefit whole heartedly look forward next early access original review i'll start say well aware early access feature clearly available yet indeed improvement overall first combat fluid challenge however see issue fact ai seemingly collosal amount ap walk halfway across field still attack issue first well though fault os2 even first goal chapter one suceeded many way include simple brute force happen tactical genius add highground v lowground bonus penalty ranged attack great addition add dimension tactic combat great complaint really matter able test true customization character class also admit first town o seem much enjoy serious adult approach os2 genuinely believe worth pick necessarily say people buy full price definitely worth play friend albeit unforgiving
ToastyWaffle,289,0,0,2016/09/18,Recommended,101.5,far i'm really enjoy even alpha everything far seem improvement predecessor
Brave sir Robin,194,0,0,2016/09/18,Recommended,58.5,im almost hour already love thumb
Fushigi,345,0,0,2016/09/18,Recommended,58.4,best rpg ever play
djanwc,154,0,0,2016/09/18,Recommended,342.6,great like orginial one can't wait finish everything work issue play avaliable buy like orginial
Jiohn Galileo,150,60,2,2016/09/18,Recommended,115.2,alpha already polish play do see crowdfunded fear buy alpha know buy give larian study money polish even recieve money really miss voice over sound effect description event text alpha crazy reccomend 100
Spanza,169,3,0,2016/09/18,Recommended,154.5,gr8
Leon Scott Kennedy,131,0,0,2016/09/18,Recommended,120.6,能不能给中文啊 不给中文怎么玩
si1wolf,181,0,0,2016/09/18,Recommended,34.8,love work put tag background lead interesting choice really feel character even poor end exploded rat can't wait see come next really look forward party dialogue depth jester option amuse poor head stick never saw come soul way many epic venture bug time repeat dialog option throughout hand soul jar repeat option able kill witch dragon slaver cave without trigger battle force dialogue option continually force discussion party member think close npc trigger seem dialogue option advance trigger end skip end cat dialogue end kill everyone cave town chance get pet chat perk sure intend go save garret find camp apparently sick dying people dead uponm arrival playthroughs hit camp first really bug wish accidently end kill sebille due miss-click dialoge option meet end stuck party member entire act sooooo get hope transformed dragon may become party member especially last playthrough end kill pretty much everyone come across
A semi-sentient array of cabling,339,0,0,2016/09/18,Recommended,164.0,early access far i'm love new race unique add kind race-specific interaction combat first load new spell ability choose blood rain electricity bloodrocution obviously alpha beta expect glitch problem run rain storm sound play time reason get rest far outshine petty gripe could can't wait final release
Van Zant,278,0,0,2016/09/18,Recommended,209.4,review assume knowledge o spoiler free story light divinity original sin isometric turn-based party rpg 1-4 player complete act currently available total 20 hour complete fairly sure exploration zone utilized full party 18 16 classic difficulty finish available content character level stand dos2 playable combat system particularly shin strong point dos2 emphasize tactical combat many system interact fire spell touch water blood puddle create steam fire touch oil poison creates explosion explosion generate smoke would sotp short call realistic system certainly add layer complexity combat miss less detailed combat engine crpg dungeon dragon interpretation instance stamds current armor system physical magical armor discrete value like shield modern shooter lose actual health seem favor magic user foe enough magic armor stand long wither magical blast melee foe significant physical armor addendum 10 02 16 play physical party early go rough character get decent gear mobility skill lot issue physical armor fall away dialogue stand similar system use many text heavy crpgs character may conversation hover float text head engage option respond show summarized version response dialogue currently tend favor either extreme good evil occasional cringey bout lasciviousness dialogue humorous number non player reaction several quest heavy telegraph future event even would seemingly change reaction npc still regard identically alpha number small bug run nothing prevent progress mostly relate typos placeholder text grammatical issue number system inventory stand foremost among bog progress gameplay dos2 alpha still enjoyable story wrap strategic unbalanced combat system exposed bit story set lot potential reward see play thank hard work larian look forward see future dos2
Jibaited,214,0,0,2016/09/18,Recommended,48.4,expand everything great original thoroughly enjoy time far
FuppinHalibut,712,0,0,2016/09/18,Recommended,155.7,everybody die everybody
slavun,8,1,0,2016/09/18,Recommended,3.5,good brilliant graphic think denuvo spend 45 euro others get free hope take consideration
Minty,130,159,381,2016/09/19,Recommended,27.3,find glove teleportation crocodile early cheese potential real start skip lock content find book teleportation whole team know teleportation teleport everything anything 10 10 would play portal alpha
Mikoi,165,6,0,2016/09/19,Recommended,190.5,goty already polished alpha fan first instant buy improve upon nearly every aspect first
